id,article_id,action
28421,1,delivered
28422,1,open
28423,2,click
28424,5,open
28425,1,click
28426,2,delivered
28427,1,click
28428,5,click
28429,3,delivered
28430,4,delivered
28431,1,delivered
28432,5,open
28433,5,click
28434,2,open
28435,3,delivered
28436,5,delivered
28437,2,delivered
28438,4,open
28439,4,click
28440,1,delivered
28441,4,delivered
28442,4,open
28443,1,delivered
28444,3,open
28445,2,delivered
28446,2,open
28447,1,open
28448,3,delivered
28449,1,click
28450,4,delivered
28451,4,open
28452,4,delivered
28453,3,open
28454,4,delivered
28455,4,delivered
28456,3,open
28457,2,delivered
28458,2,open
28459,5,delivered
28460,5,open
28461,3,delivered
28462,1,open
28463,3,delivered
28464,4,open
28465,1,open
28466,4,delivered
28467,3,delivered
28468,1,open
28469,2,delivered
28470,3,delivered
28471,2,open
28472,5,click
28473,2,open
28474,1,delivered
28475,2,delivered
28476,1,delivered
28477,1,open
28478,5,delivered
28479,1,delivered
28480,4,open
28481,3,open
28482,2,delivered
28483,4,delivered
28484,5,delivered
28485,3,click
28486,4,delivered
28487,3,delivered
28488,1,delivered
28489,4,delivered
28490,3,delivered
28491,3,open
28492,4,delivered
28493,5,open
28494,4,delivered
28495,5,delivered
28496,4,click
28497,2,delivered
28498,2,delivered
28499,1,delivered
28500,1,click
28501,2,delivered
28502,4,delivered
28503,4,delivered
28504,1,open
28505,2,delivered
28506,3,delivered
28507,5,delivered
28508,1,delivered
28509,4,open
28510,5,delivered
28511,2,delivered
28512,3,delivered
28513,1,open
28514,2,open
28515,5,delivered
28516,2,delivered
28517,4,open
28518,5,delivered
28519,1,click
28520,2,open
28521,3,delivered
28522,1,open
28523,2,open
28524,2,click
28525,1,delivered
28526,4,delivered
28527,1,click
28528,2,open
28529,4,delivered
28530,3,open
28531,1,delivered
28532,4,click
28533,2,delivered
28534,3,delivered
28535,5,open
28536,1,delivered
28537,2,delivered
28538,3,open
28539,1,click
28540,5,delivered
28541,2,open
28542,4,delivered
28543,1,delivered
28544,5,delivered
28545,2,open
28546,4,open
28547,5,click
28548,5,delivered
28549,2,delivered
28550,1,delivered
28551,4,delivered
28552,4,delivered
28553,5,delivered
28554,4,delivered
28555,2,open
28556,1,delivered
28557,2,open
28558,1,delivered
28559,3,delivered
28560,4,open
28561,2,open
28562,2,delivered
28563,3,delivered
28564,3,delivered
28565,1,delivered
28566,2,delivered
28567,3,delivered
28568,4,open
28569,3,delivered
28570,3,delivered
28571,1,delivered
28572,5,delivered
28573,2,open
28574,3,open
28575,1,click
28576,4,delivered
28577,3,delivered
28578,3,delivered
28579,1,open
28580,2,delivered
28581,2,delivered
28582,3,delivered
28583,3,delivered
28584,1,open
28585,1,delivered
28586,5,open
28587,4,open
28588,3,open
28589,3,delivered
28590,4,delivered
28591,2,delivered
28592,1,open
28593,5,open
28594,1,delivered
28595,5,delivered
28596,2,delivered
28597,1,click
28598,1,delivered
28599,1,open
28600,2,open
28601,3,delivered
28602,2,delivered
28603,3,open
28604,4,open
28605,1,open
28606,3,open
28607,2,delivered
28608,4,delivered
28609,2,open
28610,5,delivered
28611,2,delivered
28612,5,delivered
28613,4,click
28614,3,delivered
28615,4,open
28616,5,delivered
28617,2,open
28618,1,delivered
28619,2,delivered
28620,3,delivered
28621,3,open
28622,1,open
28623,1,delivered
28624,1,open
28625,2,delivered
28626,2,delivered
28627,1,open
28628,5,delivered
28629,4,delivered
28630,5,delivered
28631,1,open
28632,4,delivered
28633,3,delivered
28634,5,delivered
28635,1,open
28636,3,delivered
28637,4,open
28638,5,delivered
28639,2,click
28640,3,open
28641,2,click
28642,4,delivered
28643,5,delivered
28644,2,delivered
28645,2,open
28646,1,open
28647,2,open
28648,4,delivered
28649,5,open
28650,4,delivered
28651,1,delivered
28652,2,delivered
28653,2,delivered
28654,3,delivered
28655,5,click
28656,1,delivered
28657,5,open
28658,4,click
28659,5,delivered
28660,3,delivered
28661,2,delivered
28662,1,delivered
28663,4,click
28664,5,delivered
28665,2,open
28666,1,click
28667,4,delivered
28668,4,open
28669,2,delivered
28670,3,delivered
28671,1,delivered
28672,3,click
28673,2,delivered
28674,2,delivered
28675,1,delivered
28676,3,open
28677,1,delivered
28678,3,click
28679,1,delivered
28680,4,delivered
28681,1,open
28682,5,click
28683,1,click
28684,1,delivered
28685,4,delivered
28686,5,delivered
28687,5,delivered
28688,2,click
28689,1,click
28690,5,open
28691,2,click
28692,1,open
28693,1,delivered
28694,2,delivered
28695,3,delivered
28696,1,delivered
28697,3,delivered
28698,1,delivered
28699,2,delivered
28700,1,open
28701,1,delivered
28702,4,delivered
28703,4,click
28704,5,open
28705,3,click
28706,1,delivered
28707,3,open
28708,2,delivered
28709,4,delivered
28710,1,open
28711,2,delivered
28712,3,delivered
28713,3,open
28714,3,delivered
28715,2,open
28716,5,open
28717,1,delivered
28718,5,open
28719,3,delivered
28720,5,delivered
28721,5,delivered
28722,3,open
28723,5,open
28724,3,open
28725,4,delivered
28726,5,delivered
28727,3,click
28728,5,open
28729,4,delivered
28730,1,open
28731,1,delivered
28732,5,delivered
28733,1,delivered
28734,2,delivered
28735,3,delivered
28736,2,delivered
28737,5,delivered
28738,1,delivered
28739,1,delivered
28740,5,delivered
28741,3,delivered
28742,4,delivered
28743,4,delivered
28744,5,click
28745,2,open
28746,5,delivered
28747,5,delivered
28748,1,delivered
28749,2,delivered
28750,1,delivered
28751,3,open
28752,5,delivered
28753,2,click
28754,2,delivered
28755,2,delivered
28756,2,open
28757,3,click
28758,3,open
28759,2,delivered
28760,2,delivered
28761,3,click
28762,2,delivered
28763,4,delivered
28764,3,open
28765,5,open
28766,2,delivered
28767,5,delivered
28768,4,delivered
28769,2,delivered
28770,5,delivered
28771,1,delivered
28772,3,delivered
28773,5,delivered
28774,3,delivered
28775,3,click
28776,1,delivered
28777,5,delivered
28778,2,delivered
28779,1,open
28780,1,delivered
28781,5,delivered
28782,4,delivered
28783,2,delivered
28784,3,open
28785,5,open
28786,5,delivered
28787,1,delivered
28788,1,click
28789,2,delivered
28790,3,delivered
28791,5,delivered
28792,1,open
28793,4,delivered
28794,3,delivered
28795,3,delivered
28796,3,delivered
28797,3,open
28798,4,delivered
28799,1,delivered
28800,2,click
28801,3,click
28802,5,open
28803,3,delivered
28804,5,click
28805,1,open
28806,3,click
28807,5,open
28808,5,delivered
28809,2,click
28810,5,delivered
28811,2,open
28812,3,open
28813,3,delivered
28814,1,delivered
28815,3,open
28816,2,delivered
28817,2,delivered
28818,5,delivered
28819,4,click
28820,4,delivered
28821,2,click
28822,3,delivered
28823,2,delivered
28824,5,delivered
28825,5,open
28826,4,delivered
28827,1,delivered
28828,2,open
28829,5,delivered
28830,3,open
28831,5,delivered
28832,1,delivered
28833,5,delivered
28834,2,open
28835,4,open
28836,3,delivered
28837,2,open
28838,4,delivered
28839,5,open
28840,5,delivered
28841,1,delivered
28842,5,delivered
28843,2,delivered
28844,5,open
28845,2,delivered
28846,3,click
28847,2,open
28848,5,open
28849,5,click
28850,4,click
28851,5,open
28852,1,open
28853,2,open
28854,3,open
28855,5,delivered
28856,1,open
28857,1,delivered
28858,5,click
28859,4,delivered
28860,5,open
28861,2,delivered
28862,2,delivered
28863,1,delivered
28864,4,delivered
28865,5,click
28866,2,delivered
28867,2,click
28868,3,open
28869,5,delivered
28870,2,delivered
28871,4,delivered
28872,5,delivered
28873,2,delivered
28874,1,delivered
28875,4,delivered
28876,2,delivered
28877,2,open
28878,5,delivered
28879,5,click
28880,2,delivered
28881,5,delivered
28882,2,delivered
28883,5,delivered
28884,1,open
28885,3,delivered
28886,3,delivered
28887,1,open
28888,5,delivered
28889,2,delivered
28890,4,delivered
28891,1,delivered
28892,5,open
28893,1,delivered
28894,1,open
28895,1,open
28896,1,delivered
28897,5,delivered
28898,3,open
28899,3,delivered
28900,1,delivered
28901,5,delivered
28902,3,delivered
28903,2,delivered
28904,5,delivered
28905,2,open
28906,1,delivered
28907,4,open
28908,2,delivered
28909,2,delivered
28910,3,delivered
28911,3,delivered
28912,4,delivered
28913,2,open
28914,5,open
28915,1,delivered
28916,1,delivered
28917,3,open
28918,2,open
28919,2,delivered
28920,5,delivered
28921,5,open
28922,1,open
28923,5,open
28924,5,open
28925,1,delivered
28926,1,delivered
28927,1,delivered
28928,1,delivered
28929,5,delivered
28930,3,delivered
28931,3,delivered
28932,3,open
28933,1,delivered
28934,1,delivered
28935,1,open
28936,3,delivered
28937,1,delivered
28938,1,delivered
28939,2,open
28940,4,delivered
28941,3,open
28942,2,delivered
28943,4,click
28944,2,open
28945,1,delivered
28946,2,delivered
28947,1,open
28948,4,click
28949,2,delivered
28950,1,delivered
28951,2,open
28952,2,delivered
28953,5,delivered
28954,3,open
28955,5,delivered
28956,2,open
28957,5,delivered
28958,4,open
28959,3,open
28960,5,delivered
28961,1,delivered
28962,3,delivered
28963,2,delivered
28964,4,delivered
28965,1,delivered
28966,5,click
28967,2,delivered
28968,3,delivered
28969,5,delivered
28970,4,delivered
28971,4,delivered
28972,3,delivered
28973,1,open
28974,3,open
28975,2,click
28976,1,delivered
28977,3,delivered
28978,3,click
28979,5,delivered
28980,2,open
28981,5,delivered
28982,2,delivered
28983,1,open
28984,5,click
28985,5,delivered
28986,4,delivered
28987,3,delivered
28988,3,delivered
28989,3,delivered
28990,5,open
28991,1,click
28992,3,click
28993,3,delivered
28994,5,delivered
28995,4,open
28996,1,delivered
28997,4,open
28998,5,delivered
28999,4,delivered
29000,5,delivered
29001,3,delivered
29002,1,open
29003,3,delivered
29004,3,delivered
29005,3,delivered
29006,4,delivered
29007,4,delivered
29008,3,click
29009,1,delivered
29010,4,delivered
29011,2,delivered
29012,4,delivered
29013,2,delivered
29014,3,open
29015,5,click
29016,2,delivered
29017,1,delivered
29018,1,click
29019,1,delivered
29020,3,click
29021,2,open
29022,3,open
29023,1,delivered
29024,5,delivered
29025,5,delivered
29026,2,open
29027,4,click
29028,5,click
29029,2,delivered
29030,1,delivered
29031,4,open
29032,5,open
29033,5,open
29034,5,delivered
29035,2,open
29036,1,click
29037,2,open
29038,1,delivered
29039,4,delivered
29040,3,open
29041,3,open
29042,5,delivered
29043,4,delivered
29044,1,open
29045,5,open
29046,5,delivered
29047,4,open
29048,4,click
29049,1,delivered
29050,1,open
29051,4,delivered
29052,5,delivered
29053,5,open
29054,1,delivered
29055,1,delivered
29056,5,delivered
29057,4,click
29058,5,delivered
29059,3,delivered
29060,4,delivered
29061,5,open
29062,5,open
29063,1,delivered
29064,4,open
29065,3,delivered
29066,1,click
29067,1,open
29068,5,open
29069,3,delivered
29070,4,delivered
29071,2,click
29072,4,delivered
29073,4,delivered
29074,3,delivered
29075,3,open
29076,4,delivered
29077,3,open
29078,1,delivered
29079,2,open
29080,5,delivered
29081,5,click
29082,2,delivered
29083,4,delivered
29084,1,delivered
29085,4,delivered
29086,1,open
29087,4,click
29088,1,delivered
29089,5,open
29090,3,click
29091,2,delivered
29092,1,delivered
29093,5,delivered
29094,1,delivered
29095,2,delivered
29096,3,open
29097,3,click
29098,1,open
29099,3,delivered
29100,1,open
29101,1,open
29102,1,delivered
29103,2,open
29104,4,delivered
29105,5,click
29106,5,open
29107,1,delivered
29108,2,delivered
29109,1,click
29110,2,click
29111,3,delivered
29112,3,delivered
29113,4,delivered
29114,2,delivered
29115,5,delivered
29116,2,open
29117,2,delivered
29118,1,delivered
29119,1,open
29120,4,delivered
29121,4,delivered
29122,2,click
29123,2,open
29124,1,delivered
29125,2,delivered
29126,4,delivered
29127,2,open
29128,1,delivered
29129,3,open
29130,2,click
29131,5,delivered
29132,5,click
29133,4,delivered
29134,2,click
29135,5,open
29136,1,open
29137,1,open
29138,3,delivered
29139,2,open
29140,4,open
29141,2,delivered
29142,5,delivered
29143,1,open
29144,5,click
29145,2,open
29146,1,open
29147,4,open
29148,2,open
29149,4,delivered
29150,1,click
29151,3,delivered
29152,4,delivered
29153,4,delivered
29154,1,click
29155,2,delivered
29156,2,open
29157,3,delivered
29158,2,delivered
29159,1,open
29160,3,open
29161,4,open
29162,5,delivered
29163,2,click
29164,1,open
29165,5,open
29166,2,delivered
29167,1,delivered
29168,2,delivered
29169,5,delivered
29170,5,open
29171,1,delivered
29172,1,delivered
29173,3,delivered
29174,4,delivered
29175,3,open
29176,3,open
29177,2,delivered
29178,1,open
29179,3,delivered
29180,3,open
29181,2,open
29182,4,delivered
29183,4,delivered
29184,4,delivered
29185,3,delivered
29186,2,open
29187,4,delivered
29188,3,delivered
29189,4,delivered
29190,4,click
29191,4,click
29192,5,delivered
29193,1,open
29194,3,open
29195,2,delivered
29196,1,delivered
29197,2,delivered
29198,2,delivered
29199,3,delivered
29200,4,delivered
29201,5,delivered
29202,2,delivered
29203,2,delivered
29204,4,delivered
29205,3,click
29206,1,delivered
29207,3,delivered
29208,5,delivered
29209,5,delivered
29210,2,delivered
29211,5,delivered
29212,3,open
29213,1,open
29214,5,delivered
29215,5,delivered
29216,5,open
29217,2,open
29218,3,delivered
29219,3,open
29220,3,delivered
29221,2,delivered
29222,5,delivered
29223,2,delivered
29224,5,open
29225,5,delivered
29226,4,open
29227,5,open
29228,2,delivered
29229,4,delivered
29230,2,delivered
29231,4,open
29232,4,open
29233,5,open
29234,5,delivered
29235,3,delivered
29236,5,open
29237,2,delivered
29238,5,delivered
29239,3,open
29240,2,open
29241,3,delivered
29242,1,delivered
29243,3,open
29244,1,open
29245,1,click
29246,5,delivered
29247,2,delivered
29248,4,open
29249,2,open
29250,1,open
29251,1,delivered
29252,4,delivered
29253,2,delivered
29254,4,open
29255,3,delivered
29256,4,open
29257,4,delivered
29258,3,delivered
29259,5,click
29260,5,delivered
29261,2,open
29262,4,click
29263,5,open
29264,2,delivered
29265,1,open
29266,5,open
29267,4,open
29268,5,delivered
29269,2,delivered
29270,2,open
29271,5,delivered
29272,1,delivered
29273,1,open
29274,1,delivered
29275,4,delivered
29276,1,open
29277,1,open
29278,4,delivered
29279,5,delivered
29280,5,open
29281,1,open
29282,4,open
29283,2,delivered
29284,4,delivered
29285,5,click
29286,2,open
29287,5,delivered
29288,4,delivered
29289,1,click
29290,3,click
29291,1,delivered
29292,4,click
29293,4,delivered
29294,5,delivered
29295,5,delivered
29296,4,open
29297,1,open
29298,3,delivered
29299,1,delivered
29300,5,delivered
29301,5,open
29302,4,delivered
29303,3,open
29304,4,delivered
29305,3,open
29306,3,delivered
29307,5,open
29308,3,delivered
29309,1,open
29310,3,delivered
29311,5,delivered
29312,1,delivered
29313,3,open
29314,1,click
29315,2,delivered
29316,3,delivered
29317,2,open
29318,3,open
29319,5,delivered
29320,1,delivered
29321,3,delivered
29322,4,delivered
29323,4,click
29324,3,open
29325,4,open
29326,3,delivered
29327,5,delivered
29328,4,open
29329,5,delivered
29330,2,open
29331,4,delivered
29332,3,open
29333,2,delivered
29334,2,delivered
29335,4,delivered
29336,2,open
29337,5,delivered
29338,1,delivered
29339,3,open
29340,1,delivered
29341,1,delivered
29342,5,delivered
29343,3,open
29344,2,open
29345,3,delivered
29346,5,delivered
29347,5,open
29348,4,delivered
29349,2,open
29350,2,delivered
29351,5,delivered
29352,3,delivered
29353,5,delivered
29354,5,delivered
29355,3,delivered
29356,2,click
29357,2,delivered
29358,4,delivered
29359,1,delivered
29360,1,delivered
29361,1,delivered
29362,3,click
29363,5,delivered
29364,1,delivered
29365,4,delivered
29366,4,delivered
29367,2,click
29368,2,open
29369,4,delivered
29370,3,open
29371,4,click
29372,2,open
29373,4,open
29374,5,delivered
29375,3,delivered
29376,5,delivered
29377,5,click
29378,5,open
29379,1,click
29380,5,delivered
29381,5,delivered
29382,3,open
29383,3,delivered
29384,5,open
29385,1,delivered
29386,1,open
29387,1,open
29388,4,delivered
29389,4,open
29390,3,open
29391,4,click
29392,2,delivered
29393,2,delivered
29394,1,delivered
29395,4,click
29396,5,delivered
29397,1,delivered
29398,5,open
29399,4,delivered
29400,2,click
29401,2,open
29402,4,open
29403,1,delivered
29404,5,delivered
29405,4,delivered
29406,2,delivered
29407,3,delivered
29408,4,delivered
29409,3,click
29410,5,open
29411,5,open
29412,4,delivered
29413,5,delivered
29414,5,click
29415,4,delivered
29416,4,delivered
29417,5,click
29418,4,delivered
29419,1,delivered
29420,2,delivered
29421,2,delivered
29422,5,delivered
29423,1,open
29424,5,delivered
29425,4,open
29426,4,delivered
29427,2,open
29428,4,delivered
29429,5,open
29430,5,delivered
29431,5,open
29432,4,open
29433,5,delivered
29434,5,delivered
29435,5,delivered
29436,3,open
29437,1,delivered
29438,3,delivered
29439,1,delivered
29440,1,open
29441,5,open
29442,5,open
29443,2,delivered
29444,5,open
29445,1,delivered
29446,1,open
29447,1,delivered
29448,5,delivered
29449,2,delivered
29450,2,delivered
29451,1,click
29452,4,open
29453,4,open
29454,2,delivered
29455,2,delivered
29456,4,click
29457,4,delivered
29458,1,delivered
29459,5,delivered
29460,3,delivered
29461,5,open
29462,1,delivered
29463,4,click
29464,4,click
29465,1,delivered
29466,5,delivered
29467,2,open
29468,1,click
29469,3,open
29470,2,delivered
29471,5,delivered
29472,1,delivered
29473,1,click
29474,1,open
29475,4,open
29476,5,delivered
29477,2,delivered
29478,1,open
29479,1,delivered
29480,5,open
29481,2,open
29482,3,click
29483,3,delivered
29484,5,delivered
29485,3,delivered
29486,2,delivered
29487,2,delivered
29488,3,click
29489,5,open
29490,4,open
29491,1,delivered
29492,3,click
29493,2,open
29494,1,open
29495,4,open
29496,1,delivered
29497,5,open
29498,5,click
29499,2,delivered
29500,2,delivered
29501,3,open
29502,4,delivered
29503,2,delivered
29504,5,delivered
29505,1,delivered
29506,2,delivered
29507,3,delivered
29508,3,open
29509,5,delivered
29510,1,delivered
29511,3,click
29512,5,open
29513,3,delivered
29514,1,delivered
29515,4,open
29516,1,open
29517,3,delivered
29518,1,delivered
29519,3,delivered
29520,5,open
29521,2,delivered
29522,1,click
29523,4,open
29524,3,delivered
29525,5,delivered
29526,4,open
29527,3,open
29528,5,open
29529,2,delivered
29530,5,open
29531,4,delivered
29532,3,delivered
29533,1,delivered
29534,3,delivered
29535,3,delivered
29536,5,delivered
29537,2,open
29538,4,click
29539,1,open
29540,2,delivered
29541,1,delivered
29542,1,delivered
29543,2,open
29544,2,delivered
29545,4,open
29546,1,delivered
29547,4,delivered
29548,5,click
29549,3,open
29550,2,delivered
29551,1,delivered
29552,3,delivered
29553,2,delivered
29554,4,delivered
29555,4,delivered
29556,5,open
29557,4,open
29558,3,delivered
29559,1,open
29560,1,delivered
29561,2,open
29562,1,open
29563,3,delivered
29564,2,delivered
29565,1,delivered
29566,5,open
29567,1,delivered
29568,1,open
29569,5,delivered
29570,3,delivered
29571,2,delivered
29572,5,delivered
29573,3,open
29574,2,open
29575,5,delivered
29576,2,open
29577,1,click
29578,1,click
29579,4,delivered
29580,4,click
29581,1,open
29582,5,delivered
29583,5,delivered
29584,1,delivered
29585,3,delivered
29586,1,delivered
29587,4,open
29588,1,open
29589,2,open
29590,4,open
29591,1,delivered
29592,4,delivered
29593,2,open
29594,1,delivered
29595,5,delivered
29596,1,delivered
29597,1,delivered
29598,1,delivered
29599,1,delivered
29600,1,delivered
29601,3,open
29602,1,open
29603,1,delivered
29604,5,delivered
29605,1,click
29606,2,click
29607,2,open
29608,4,delivered
29609,4,open
29610,5,open
29611,5,click
29612,4,delivered
29613,5,delivered
29614,4,delivered
29615,4,delivered
29616,2,delivered
29617,1,delivered
29618,4,open
29619,4,delivered
29620,4,click
29621,4,open
29622,2,delivered
29623,2,click
29624,2,delivered
29625,3,open
29626,2,delivered
29627,3,delivered
29628,2,open
29629,3,delivered
29630,5,open
29631,1,delivered
29632,4,delivered
29633,1,open
29634,1,delivered
29635,3,delivered
29636,1,click
29637,2,open
29638,3,click
29639,5,open
29640,1,delivered
29641,3,open
29642,1,delivered
29643,1,delivered
29644,4,delivered
29645,2,open
29646,1,delivered
29647,2,delivered
29648,2,open
29649,2,open
29650,1,delivered
29651,4,delivered
29652,3,open
29653,2,delivered
29654,2,delivered
29655,4,open
29656,1,open
29657,3,click
29658,4,delivered
29659,4,delivered
29660,4,delivered
29661,5,open
29662,5,delivered
29663,4,delivered
29664,2,open
29665,5,delivered
29666,5,delivered
29667,3,delivered
29668,2,open
29669,3,open
29670,2,delivered
29671,5,delivered
29672,3,delivered
29673,5,open
29674,2,delivered
29675,4,open
29676,3,delivered
29677,2,delivered
29678,3,delivered
29679,3,delivered
29680,1,delivered
29681,4,delivered
29682,5,open
29683,2,delivered
29684,3,delivered
29685,1,delivered
29686,3,delivered
29687,4,click
29688,2,delivered
29689,4,delivered
29690,4,open
29691,3,delivered
29692,3,delivered
29693,5,delivered
29694,4,delivered
29695,3,delivered
29696,4,open
29697,3,delivered
29698,1,open
29699,5,delivered
29700,2,open
29701,4,delivered
29702,2,delivered
29703,5,click
29704,2,open
29705,5,delivered
29706,4,delivered
29707,1,delivered
29708,5,open
29709,1,open
29710,1,open
29711,1,delivered
29712,3,delivered
29713,3,delivered
29714,1,delivered
29715,3,open
29716,1,delivered
29717,1,delivered
29718,2,delivered
29719,1,open
29720,4,open
29721,3,click
29722,1,delivered
29723,3,delivered
29724,3,open
29725,2,delivered
29726,3,delivered
29727,5,delivered
29728,5,open
29729,1,delivered
29730,2,delivered
29731,5,delivered
29732,1,open
29733,1,click
29734,3,delivered
29735,4,open
29736,4,click
29737,3,open
29738,5,open
29739,4,delivered
29740,4,delivered
29741,4,click
29742,4,delivered
29743,5,open
29744,4,delivered
29745,1,click
29746,5,open
29747,4,delivered
29748,5,delivered
29749,4,click
29750,3,open
29751,1,delivered
29752,5,delivered
29753,4,delivered
29754,5,open
29755,1,delivered
29756,3,delivered
29757,5,delivered
29758,4,delivered
29759,1,open
29760,2,delivered
29761,5,delivered
29762,2,open
29763,4,delivered
29764,4,delivered
29765,1,open
29766,1,open
29767,3,delivered
29768,2,open
29769,4,delivered
29770,3,delivered
29771,5,open
29772,2,open
29773,3,click
29774,5,delivered
29775,2,click
29776,2,delivered
29777,3,delivered
29778,1,delivered
29779,5,delivered
29780,4,delivered
29781,1,delivered
29782,3,delivered
29783,3,delivered
29784,3,delivered
29785,3,delivered
29786,4,click
29787,1,click
29788,4,open
29789,3,delivered
29790,3,delivered
29791,3,delivered
29792,5,open
29793,4,open
29794,5,delivered
29795,4,delivered
29796,5,delivered
29797,2,delivered
29798,1,open
29799,4,delivered
29800,4,open
29801,3,open
29802,1,open
29803,5,click
29804,3,delivered
29805,1,delivered
29806,3,delivered
29807,5,open
29808,3,open
29809,1,delivered
29810,2,open
29811,5,open
29812,2,open
29813,5,open
29814,4,delivered
29815,2,delivered
29816,2,delivered
29817,1,delivered
29818,2,delivered
29819,4,delivered
29820,2,delivered
29821,3,open
29822,4,delivered
29823,4,delivered
29824,3,delivered
29825,5,delivered
29826,2,open
29827,4,open
29828,2,delivered
29829,1,delivered
29830,2,delivered
29831,4,delivered
29832,1,open
29833,5,open
29834,3,click
29835,2,open
29836,4,open
29837,4,delivered
29838,5,delivered
29839,5,open
29840,5,open
29841,5,delivered
29842,2,delivered
29843,5,delivered
29844,5,delivered
29845,2,open
29846,1,delivered
29847,1,open
29848,4,click
29849,5,delivered
29850,3,open
29851,1,delivered
29852,4,delivered
29853,2,open
29854,3,delivered
29855,5,delivered
29856,1,delivered
29857,2,delivered
29858,5,open
29859,4,click
29860,1,delivered
29861,4,open
29862,2,open
29863,3,delivered
29864,1,delivered
29865,4,delivered
29866,2,open
29867,1,open
29868,5,delivered
29869,1,delivered
29870,3,open
29871,3,delivered
29872,3,open
29873,5,delivered
29874,4,open
29875,1,open
29876,1,open
29877,5,open
29878,3,open
29879,4,delivered
29880,4,open
29881,4,open
29882,2,click
29883,5,delivered
29884,2,delivered
29885,5,delivered
29886,1,delivered
29887,2,open
29888,2,delivered
29889,3,open
29890,5,delivered
29891,3,click
29892,5,delivered
29893,1,open
29894,1,delivered
29895,2,delivered
29896,3,open
29897,5,open
29898,1,delivered
29899,2,delivered
29900,5,open
29901,5,delivered
29902,2,delivered
29903,5,delivered
29904,4,open
29905,3,delivered
29906,1,delivered
29907,3,delivered
29908,1,open
29909,4,click
29910,2,delivered
29911,5,delivered
29912,4,open
29913,4,delivered
29914,3,open
29915,3,delivered
29916,2,delivered
29917,5,click
29918,3,delivered
29919,2,delivered
29920,1,delivered
29921,3,delivered
29922,1,delivered
29923,3,open
29924,4,delivered
29925,1,delivered
29926,4,delivered
29927,1,click
29928,1,click
29929,4,delivered
29930,2,delivered
29931,2,open
29932,2,delivered
29933,5,delivered
29934,2,open
29935,4,delivered
29936,3,open
29937,4,delivered
29938,4,click
29939,4,delivered
29940,5,open
29941,2,click
29942,2,delivered
29943,4,open
29944,5,delivered
29945,4,delivered
29946,1,open
29947,5,delivered
29948,4,open
29949,5,open
29950,5,delivered
29951,3,click
29952,5,delivered
29953,5,delivered
29954,5,delivered
29955,3,click
29956,1,open
29957,5,click
29958,4,delivered
29959,3,delivered
29960,3,click
29961,1,open
29962,5,open
29963,2,click
29964,5,open
29965,2,delivered
29966,5,open
29967,1,open
29968,4,delivered
29969,3,open
29970,3,click
29971,2,open
29972,3,delivered
29973,2,delivered
29974,3,open
29975,5,open
29976,2,delivered
29977,4,open
29978,5,delivered
29979,4,open
29980,5,delivered
29981,1,delivered
29982,2,delivered
29983,1,click
29984,2,delivered
29985,5,delivered
29986,4,open
29987,5,open
29988,5,delivered
29989,3,delivered
29990,1,open
29991,4,click
29992,3,open
29993,1,open
29994,1,open
29995,4,delivered
29996,5,delivered
29997,5,delivered
29998,1,open
29999,1,open
30000,2,delivered
30001,5,open
30002,1,click
30003,3,open
30004,1,delivered
30005,4,open
30006,3,open
30007,3,click
30008,1,click
30009,5,delivered
30010,2,delivered
30011,1,delivered
30012,3,click
30013,2,delivered
30014,1,open
30015,5,open
30016,5,open
30017,3,delivered
30018,2,open
30019,1,delivered
30020,2,open
30021,2,delivered
30022,2,delivered
30023,1,open
30024,2,delivered
30025,3,delivered
30026,2,delivered
30027,4,open
30028,4,open
30029,2,delivered
30030,3,delivered
30031,1,delivered
30032,1,open
30033,4,delivered
30034,5,delivered
30035,3,open
30036,3,open
30037,2,click
30038,5,delivered
30039,2,open
30040,1,delivered
30041,4,delivered
30042,1,delivered
30043,3,delivered
30044,2,click
30045,4,delivered
30046,1,open
30047,2,delivered
30048,2,click
30049,2,delivered
30050,1,open
30051,2,delivered
30052,3,delivered
30053,3,delivered
30054,5,delivered
30055,3,open
30056,3,delivered
30057,5,open
30058,1,delivered
30059,4,delivered
30060,5,delivered
30061,3,delivered
30062,4,open
30063,1,delivered
30064,2,open
30065,3,open
30066,2,open
30067,2,click
30068,4,click
30069,5,delivered
30070,1,open
30071,2,open
30072,5,click
30073,4,delivered
30074,3,open
30075,3,open
30076,1,delivered
30077,2,open
30078,3,open
30079,3,click
30080,5,delivered
30081,1,delivered
30082,1,delivered
30083,4,open
30084,5,delivered
30085,1,delivered
30086,5,delivered
30087,1,click
30088,2,delivered
30089,2,delivered
30090,3,open
30091,4,delivered
30092,2,click
30093,2,click
30094,5,delivered
30095,1,delivered
30096,2,delivered
30097,5,delivered
30098,2,open
30099,5,delivered
30100,2,delivered
30101,5,open
30102,1,delivered
30103,1,delivered
30104,2,delivered
30105,2,delivered
30106,1,delivered
30107,1,open
30108,3,click
30109,1,click
30110,4,open
30111,4,open
30112,3,delivered
30113,3,delivered
30114,2,delivered
30115,5,delivered
30116,3,click
30117,5,open
30118,4,delivered
30119,2,delivered
30120,1,delivered
30121,2,delivered
30122,1,delivered
30123,1,open
30124,5,delivered
30125,3,delivered
30126,4,delivered
30127,4,open
30128,2,delivered
30129,5,open
30130,1,delivered
30131,2,open
30132,2,click
30133,2,delivered
30134,3,delivered
30135,5,delivered
